Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
6217,75.82,8331,3,Male,Male-Light,Wild Hair,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,Earring
6218,127.72,2671,4,Male,Male-Light,Cowboy Hat,Nerd Glasses,NONE,Mole,NONE,NONE,NONE,NONE,Earring
6219,144.62,1669,3,Male,Male-Albino,Crazy Hair,NONE,NONE,Spots,NONE,Cigarette,NONE,NONE,NONE
6220,87.64,6780,2,Male,Male-Albino,Frumpy Hair,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6221,144.17,1693,4,Female,Female-Dark,Half Shaved,Green Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
6222,82.72,7345,3,Male,Male-Albino,Headband,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6223,97.54,5649,3,Female,Female-Light,Wild Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6224,178.38,811,4,Female,Female-Dark,Straight Hair,Clown Eyes Green,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
6225,119.17,3436,1,Male,Male-Light,NONE,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6226,122.17,3180,4,Male,Male-Mid,Purple Hair,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
6227,82.1,7404,2,Female,Female-Mid,Headband,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6228,95.45,5902,3,Male,Male-Mid,Headband,Classic Shades,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
6229,174.45,882,5,Male,Male-Dark,Knitted Cap,Eye Patch,NONE,NONE,NONE,Cigarette,Smile,NONE,Earring
6230,57.49,9850,2,Female,Female-Dark,Mohawk,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6231,312.81,102,3,Female,Female-Mid,Half Shaved,NONE,NONE,NONE,Choker,NONE,Hot Lipstick,NONE,NONE
6232,74.18,8510,2,Male,Male-Mid,Bandana,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6233,120.7,3328,4,Male,Male-Dark,Police Cap,Eye Patch,Shadow Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
6234,104.17,4964,3,Male,Male-Albino,Wild Hair,Classic Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6235,92.55,6258,3,Female,Female-Dark,Crazy Hair,NONE,NONE,NONE,NONE,Pipe,Hot Lipstick,NONE,NONE
6236,101.6,5254,3,Male,Male-Light,Shaved Head,Regular Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6237,159.7,1189,3,Male,Male-Light,Cowboy Hat,3D Glasses,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
6238,82.64,7355,2,Male,Male-Mid,Cap,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
6239,111.64,4065,3,Female,Female-Dark,Wild Blonde,NONE,NONE,Mole,NONE,NONE,NONE,NONE,Earring
6240,141.11,1860,4,Male,Male-Light,Frumpy Hair,3D Glasses,NONE,NONE,Gold Chain,NONE,NONE,NONE,Earring
6241,96.92,5714,3,Male,Male-Mid,Hoodie,Clown Eyes Blue,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6242,172.62,907,2,Female,Female-Mid,Blonde Bob,NONE,NONE,Spots,NONE,NONE,NONE,NONE,NONE
6243,142.36,1782,4,Female,Female-Light,Half Shaved,Classic Shades,NONE,Mole,NONE,NONE,Hot Lipstick,NONE,NONE
6244,103.27,5080,1,Male,Male-Mid,NONE,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6245,99.9,5407,4,Female,Female-Mid,Mohawk,NONE,NONE,NONE,NONE,Pipe,Black Lipstick,NONE,Earring
6246,96.63,5748,4,Male,Male-Dark,Mohawk Thin,Regular Shades,Shadow Beard,Mole,NONE,NONE,NONE,NONE,NONE
6247,116.36,3689,3,Male,Male-Light,Cap Forward,Small Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6248,73.03,8613,2,Male,Male-Light,Messy Hair,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6249,129.8,2506,3,Female,Female-Light,Straight Hair Dark,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6250,207.95,541,2,Female,Female-Light,Orange Side,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6251,127.3,2710,4,Male,Male-Dark,Do-rag,3D Glasses,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
6252,191,669,4,Male,Male-Mid,Top Hat,Big Shades,Goat,NONE,NONE,Pipe,NONE,NONE,NONE
6253,102.03,5213,2,Female,Female-Light,Straight Hair Dark,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6254,104.36,4951,4,Male,Male-Mid,Bandana,Eye Patch,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
6255,175.24,863,3,Female,Female-Mid,Pink With Hat,Eye Mask,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6256,117.75,3552,3,Female,Female-Mid,Blonde Short,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
6257,69.88,8891,3,Female,Female-Dark,Bandana,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
6258,61.75,9549,2,Male,Male-Mid,Mohawk Dark,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6259,63.12,9388,3,Female,Female-Light,Mohawk Thin,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
6260,76.76,8181,3,Male,Male-Light,Mohawk Dark,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,Earring
6261,91.15,6441,3,Male,Male-Dark,Knitted Cap,Big Shades,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6262,206.37,563,5,Male,Male-Dark,Cap,Nerd Glasses,Big Beard,Mole,NONE,NONE,NONE,NONE,Earring
6263,141.18,1855,3,Female,Female-Mid,Straight Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6264,113.99,3878,2,Male,Male-Albino,Police Cap,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6265,136.61,2109,4,Female,Female-Mid,Straight Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
6266,189.62,683,3,Male,Male-Dark,Shaved Head,NONE,NONE,Spots,NONE,Medical Mask,NONE,NONE,NONE
6267,115.76,3754,4,Male,Male-Albino,Crazy Hair,Eye Patch,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
6268,104.93,4898,3,Male,Male-Dark,Shaved Head,Classic Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6269,99.67,5434,4,Male,Male-Dark,Messy Hair,Horned Rim Glasses,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
6270,144.74,1664,2,Female,Female-Mid,Pink With Hat,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6271,104.7,4921,3,Male,Male-Mid,Bandana,Classic Shades,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
6272,72.84,8641,2,Female,Female-Mid,Crazy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6273,124.76,2918,3,Female,Female-Dark,Tassle Hat,Green Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6274,101.72,5245,4,Male,Male-Dark,Knitted Cap,Regular Shades,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
6275,281.98,189,2,Zombie,Zombie,Mohawk Dark,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6276,69.15,8949,2,Male,Male-Dark,Shaved Head,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6277,197.47,628,4,Female,Female-Mid,Blonde Bob,Green Eye Shadow,NONE,NONE,Silver Chain,NONE,NONE,NONE,Earring
6278,70.34,8862,3,Female,Female-Mid,Messy Hair,Nerd Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6279,121.04,3300,2,Male,Male-Dark,Frumpy Hair,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
6280,106.32,4719,2,Male,Male-Light,Cowboy Hat,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6281,117.96,3538,3,Female,Female-Mid,Dark Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6282,91.62,6376,3,Male,Male-Dark,Bandana,Nerd Glasses,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
6283,135.2,2178,3,Male,Male-Mid,Stringy Hair,NONE,Front Beard,NONE,Gold Chain,NONE,NONE,NONE,NONE
6284,78.93,7791,3,Male,Male-Mid,Frumpy Hair,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
6285,84.04,7193,2,Female,Female-Mid,Headband,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6286,142.91,1754,3,Female,Female-Mid,Half Shaved,NONE,NONE,NONE,NONE,Vape,Black Lipstick,NONE,NONE
6287,92.53,6263,2,Male,Male-Dark,Fedora,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6288,123.26,3074,1,Female,Female-Mid,NONE,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6289,130.99,2413,4,Male,Male-Dark,Mohawk Dark,Small Shades,Shadow Beard,NONE,NONE,NONE,Smile,NONE,NONE
6290,75.45,8378,3,Female,Female-Light,Stringy Hair,Big Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6291,100.58,5345,3,Male,Male-Dark,Mohawk,Regular Shades,NONE,NONE,NONE,NONE,Smile,NONE,NONE
6292,84.73,7096,2,Female,Female-Mid,Headband,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6293,146.9,1574,4,Female,Female-Light,Knitted Cap,Green Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,Clown Nose,NONE
6294,79.23,7732,3,Female,Female-Light,Crazy Hair,Classic Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6295,164.14,1081,5,Male,Male-Light,Stringy Hair,Eye Patch,Normal Beard Black,NONE,NONE,Cigarette,NONE,NONE,Earring
6296,116.02,3728,2,Male,Male-Albino,Clown Hair Green,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6297,351.7,66,3,Zombie,Zombie,Top Hat,Nerd Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6298,86.74,6860,3,Female,Female-Dark,Crazy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6299,59.22,9770,2,Male,Male-Light,Bandana,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6300,82.79,7332,4,Female,Female-Mid,Mohawk Dark,NONE,NONE,Mole,NONE,NONE,Hot Lipstick,NONE,Earring
6301,101.54,5260,4,Male,Male-Mid,Messy Hair,Nerd Glasses,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,Earring
6302,137.64,2054,3,Female,Female-Mid,Dark Hair,Blue Eye Shadow,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6303,109.74,4277,3,Male,Male-Light,Cap,Small Shades,NONE,NONE,NONE,NONE,Frown,NONE,NONE
6304,281.79,191,2,Zombie,Zombie,Crazy Hair,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6305,78.58,7859,2,Female,Female-Dark,Frumpy Hair,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6306,76.9,8157,2,Male,Male-Dark,Cap Forward,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6307,134.63,2213,3,Male,Male-Albino,Wild Hair,NONE,Shadow Beard,NONE,Silver Chain,NONE,NONE,NONE,NONE
6308,93.92,6090,2,Male,Male-Dark,Hoodie,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
6309,122.23,3178,3,Female,Female-Dark,Red Mohawk,Horned Rim Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6310,88.45,6715,3,Male,Male-Light,Stringy Hair,Horned Rim Glasses,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6311,112.89,3954,2,Male,Male-Light,Vampire Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6312,85.32,7028,2,Male,Male-Albino,Mohawk Thin,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6313,91.91,6345,4,Male,Male-Light,Mohawk,Classic Shades,Shadow Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
6314,106.1,4755,3,Male,Male-Albino,Peak Spike,Small Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6315,128.67,2607,3,Male,Male-Light,Police Cap,VR,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6316,92,6332,3,Male,Male-Light,Messy Hair,3D Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6317,77.14,8106,3,Male,Male-Mid,Stringy Hair,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6318,96.62,5751,4,Male,Male-Light,Mohawk,Eye Mask,NONE,Mole,NONE,NONE,NONE,NONE,Earring
6319,144.71,1666,2,Male,Male-Light,NONE,Big Shades,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
6320,141.69,1815,3,Female,Female-Mid,Messy Hair,3D Glasses,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
6321,98.88,5498,4,Female,Female-Light,Frumpy Hair,Clown Eyes Green,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
6322,103.85,5005,2,Male,Male-Dark,Vampire Hair,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6323,64.72,9228,2,Female,Female-Dark,Mohawk Thin,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6324,71.52,8741,2,Female,Female-Light,Frumpy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6325,61.41,9583,3,Male,Male-Light,Knitted Cap,NONE,NONE,Mole,NONE,NONE,NONE,NONE,Earring
6326,122.78,3126,2,Female,Female-Albino,Clown Hair Green,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6327,88.04,6738,3,Male,Male-Dark,Do-rag,Regular Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6328,106.71,4664,2,Male,Male-Mid,Mohawk,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
6329,132.4,2326,3,Female,Female-Light,Straight Hair,VR,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6330,97.66,5636,3,Male,Male-Mid,Cap,Regular Shades,Goat,NONE,NONE,NONE,NONE,NONE,NONE
6331,83.56,7251,2,Female,Female-Light,Mohawk Thin,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6332,116.83,3639,1,Male,Male-Dark,NONE,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6333,111.73,4054,4,Male,Male-Light,Cap,Big Shades,Normal Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
6334,158.47,1221,4,Male,Male-Dark,Do-rag,Small Shades,Shadow Beard,NONE,Gold Chain,NONE,NONE,NONE,NONE
6335,77.68,8012,3,Male,Male-Dark,Mohawk Thin,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,Earring
6336,265.71,240,2,Male,Male-Mid,Beanie,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6337,60.41,9684,2,Male,Male-Light,Mohawk Dark,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6338,129.76,2513,2,Female,Female-Light,Wild Blonde,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6339,104.98,4890,1,Male,Male-Light,NONE,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6340,123.17,3084,4,Female,Female-Mid,Dark Hair,NONE,NONE,Mole,NONE,NONE,Hot Lipstick,NONE,Earring
6341,104.19,4962,2,Female,Female-Dark,NONE,Clown Eyes Blue,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6342,117.45,3584,3,Male,Male-Mid,Cowboy Hat,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6343,95.12,5941,3,Female,Female-Mid,Wild Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6344,127.42,2704,4,Male,Male-Mid,Purple Hair,Nerd Glasses,Shadow Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
6345,226.81,400,3,Female,Female-Light,Wild White Hair,Welding Goggles,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6346,76.84,8161,2,Male,Male-Dark,Knitted Cap,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6347,111.86,4039,4,Female,Female-Mid,Crazy Hair,Green Eye Shadow,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
6348,161.97,1131,2,Female,Female-Dark,Frumpy Hair,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6349,105.59,4812,4,Male,Male-Light,Headband,NONE,Shadow Beard,NONE,NONE,Vape,NONE,NONE,Earring
6350,129.43,2539,4,Female,Female-Mid,Straight Hair Blonde,Nerd Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
6351,172.72,905,3,Male,Male-Dark,Fedora,NONE,Front Beard,NONE,Silver Chain,NONE,NONE,NONE,NONE
6352,135.08,2190,3,Female,Female-Dark,Wild White Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6353,86.62,6880,4,Male,Male-Mid,Shaved Head,Big Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
6354,93.43,6148,3,Male,Male-Mid,Shaved Head,NONE,NONE,NONE,NONE,NONE,Frown,NONE,Earring
6355,99.83,5418,3,Male,Male-Light,Wild Hair,Small Shades,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
6356,104.98,4891,1,Male,Male-Light,NONE,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6357,133.94,2252,3,Female,Female-Albino,Blonde Short,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
6358,116.06,3726,3,Female,Female-Mid,Messy Hair,NONE,NONE,NONE,NONE,Medical Mask,Purple Lipstick,NONE,NONE
6359,167.27,1013,3,Male,Male-Dark,Peak Spike,NONE,Chinstrap,Spots,NONE,NONE,NONE,NONE,NONE
6360,147.98,1532,4,Male,Male-Mid,Cowboy Hat,Regular Shades,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
6361,95.73,5863,3,Male,Male-Albino,Frumpy Hair,Small Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6362,107.77,4532,3,Male,Male-Dark,Mohawk Thin,Eye Mask,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6363,100.73,5325,2,Male,Male-Albino,Shaved Head,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
6364,78.86,7802,3,Male,Male-Mid,Mohawk Thin,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
6365,179.78,788,4,Female,Female-Dark,Straight Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,Clown Nose,NONE
6366,74.93,8447,2,Male,Male-Light,Bandana,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
6367,183.13,750,5,Male,Male-Dark,Shaved Head,VR,Muttonchops,NONE,NONE,Cigarette,NONE,NONE,Earring
6368,167.89,996,3,Female,Female-Light,Straight Hair,NONE,NONE,NONE,Silver Chain,NONE,Purple Lipstick,NONE,NONE
6369,156.57,1267,4,Female,Female-Dark,Half Shaved,NONE,NONE,Mole,NONE,Pipe,Purple Lipstick,NONE,NONE
6370,147.56,1542,3,Female,Female-Albino,Straight Hair Blonde,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6371,83.91,7217,2,Female,Female-Dark,Mohawk Thin,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6372,119.93,3393,4,Male,Male-Mid,Peak Spike,Nerd Glasses,Goat,Mole,NONE,NONE,NONE,NONE,NONE
6373,127.32,2708,3,Male,Male-Dark,Headband,Nerd Glasses,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
6374,115.57,3763,4,Male,Male-Dark,Cap Forward,Small Shades,Shadow Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
6375,122.15,3183,2,Male,Male-Dark,Cowboy Hat,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6376,127.29,2712,4,Female,Female-Dark,Stringy Hair,Eye Mask,NONE,NONE,NONE,Pipe,Purple Lipstick,NONE,NONE
6377,123.36,3065,3,Female,Female-Mid,Wild Blonde,Regular Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6378,93.67,6121,2,Female,Female-Albino,Messy Hair,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6379,64.96,9211,3,Female,Female-Light,Mohawk Thin,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
6380,113.14,3939,4,Male,Male-Mid,Do-rag,Nerd Glasses,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,Earring
6381,111.14,4109,2,Female,Female-Light,Straight Hair Blonde,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6382,104.08,4973,2,Male,Male-Dark,Police Cap,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6383,90.65,6506,3,Female,Female-Albino,Stringy Hair,NONE,NONE,Mole,NONE,NONE,Black Lipstick,NONE,NONE
6384,82.27,7390,3,Male,Male-Light,Mohawk Thin,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
6385,159.13,1199,4,Male,Male-Light,Cap,NONE,Mustache,NONE,Silver Chain,Cigarette,NONE,NONE,NONE
6386,78.06,7952,2,Female,Female-Mid,Mohawk Thin,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6387,82.65,7354,3,Male,Male-Dark,Frumpy Hair,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
6388,82.56,7363,3,Female,Female-Light,Bandana,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6389,117.24,3606,3,Female,Female-Light,Dark Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6390,97.31,5675,3,Female,Female-Dark,Mohawk Dark,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6391,93.49,6140,3,Male,Male-Dark,Frumpy Hair,Big Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
6392,110.16,4225,4,Male,Male-Light,Wild Hair,Regular Shades,NONE,NONE,NONE,Cigarette,Frown,NONE,NONE
6393,76.16,8279,3,Male,Male-Mid,Mohawk,Small Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6394,96.89,5719,3,Female,Female-Mid,Wild Hair,Purple Eye Shadow,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6395,85.03,7050,3,Male,Male-Dark,Mohawk,NONE,Goat,NONE,NONE,Cigarette,NONE,NONE,NONE
6396,113.57,3905,4,Male,Male-Light,Knitted Cap,Classic Shades,Normal Beard,Mole,NONE,NONE,NONE,NONE,NONE
6397,87.12,6822,3,Male,Male-Dark,Cap,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
6398,83.61,7245,3,Male,Male-Albino,Peak Spike,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6399,92.3,6295,4,Male,Male-Dark,Knitted Cap,Big Shades,Shadow Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
6400,90.34,6530,2,Male,Male-Dark,Hoodie,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6401,96.12,5807,3,Female,Female-Mid,Messy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6402,159.01,1207,2,Female,Female-Mid,Pigtails,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6403,69.54,8915,2,Male,Male-Mid,Cap Forward,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6404,177.9,821,3,Male,Male-Dark,Purple Hair,NONE,Luxurious Beard,NONE,Silver Chain,NONE,NONE,NONE,NONE
6405,113.58,3903,3,Female,Female-Mid,Mohawk Dark,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,Earring
6406,99.07,5479,2,Male,Male-Albino,Shaved Head,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6407,108.13,4479,3,Male,Male-Mid,Knitted Cap,3D Glasses,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6408,120.84,3319,4,Male,Male-Light,Crazy Hair,Big Shades,NONE,NONE,NONE,Cigarette,NONE,Clown Nose,NONE
6409,94.92,5966,3,Male,Male-Light,Mohawk Dark,Horned Rim Glasses,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
6410,169.42,961,2,Male,Male-Light,Stringy Hair,NONE,NONE,NONE,NONE,NONE,Buck Teeth,NONE,NONE
6411,71.19,8783,3,Male,Male-Dark,Crazy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6412,80.29,7615,3,Male,Male-Dark,Cap Forward,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6413,205.96,567,2,Male,Male-Mid,NONE,NONE,Shadow Beard,NONE,NONE,NONE,Buck Teeth,NONE,NONE
6414,108.17,4473,3,Male,Male-Light,Mohawk,3D Glasses,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6415,104.82,4908,3,Female,Female-Albino,Frumpy Hair,VR,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6416,92.89,6218,4,Female,Female-Mid,Wild Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
6417,100.97,5306,4,Male,Male-Light,Peak Spike,Eye Patch,NONE,Mole,NONE,Cigarette,NONE,NONE,NONE
6418,155.28,1306,2,Female,Female-Light,Pigtails,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6419,127.44,2699,3,Male,Male-Light,Top Hat,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6420,118.45,3496,4,Male,Male-Light,Hoodie,Nerd Glasses,NONE,NONE,NONE,NONE,Frown,NONE,Earring
6421,84.45,7138,3,Male,Male-Dark,Mohawk,Clown Eyes Blue,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6422,156.82,1259,4,Female,Female-Mid,Frumpy Hair,Blue Eye Shadow,NONE,NONE,NONE,Medical Mask,Purple Lipstick,NONE,NONE
6423,96.51,5761,3,Male,Male-Light,Headband,Eye Patch,Goat,NONE,NONE,NONE,NONE,NONE,NONE
6424,76.63,8207,2,Male,Male-Mid,Messy Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
6425,137.14,2082,3,Female,Female-Mid,Straight Hair,Eye Mask,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6426,118.41,3504,3,Male,Male-Dark,Hoodie,Small Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
